sqlId,NumsOfCountry,NumsOfRegion,Query
42162,1,2,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 80, 'day': None}, {'region_id': 769, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42163,1,1,"{'days': ['6'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 80, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42212,1,0,"{'days': ['6'], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42220,1,4,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 72, 'day': None}, {'region_id': 74, 'day': None}, {'region_id': 666, 'day': None}, {'region_id': 332, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42221,1,4,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 74, 'day': None}, {'region_id': 666, 'day': None}, {'region_id': 72, 'day': None}, {'region_id': 332, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [74, 666, 72, 332], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42222,1,4,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 74, 'day': None}, {'region_id': 666, 'day': None}, {'region_id': 72, 'day': None}, {'region_id': 332, 'day': None}], 'pois': [], 'regionNotGo': [2, 27], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42225,1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': ['7142', '331', '3071', '11611'], 'regionNotGo': [], 'poiNotGo': [474, 42, 569], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42228,1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': ['11786', '245'], 'regionNotGo': [], 'poiNotGo': [9070, 34], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42239,1,0,"{'days': ['6'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1731', '10642'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42253,4,0,"{'days': ['13'], 'countries': [{'country_id': 18, 'day': None}, {'country_id': 19, 'day': None}, {'country_id': 24, 'day': None}, {'country_id': 30, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42256,3,0,"{'days': [], 'countries': [{'country_id': 18, 'day': None}, {'country_id': 24, 'day': None}, {'country_id': 30, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42261,1,1,"{'days': ['6'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 2, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42265,1,0,"{'days': ['5'], 'countries': [{'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42272,1,0,"{'days': ['8'], 'countries': [{'country_id': 20, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42274,1,0,"{'days': [], 'countries': [{'country_id': 20, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42277,1,3,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [{'region_id': 8, 'day': 2}, {'region_id': 9, 'day': 2}, {'region_id': 423, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42278,1,4,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [{'region_id': 8, 'day': 2}, {'region_id': 9, 'day': 2}, {'region_id': 423, 'day': None}, {'region_id': 296, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42279,1,4,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [{'region_id': 8, 'day': 2}, {'region_id': 9, 'day': 3}, {'region_id': 423, 'day': None}, {'region_id': 296, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42280,1,4,"{'days': ['11'], 'countries': [{'country_id': 9, 'day': None}], 'regions': [{'region_id': 8, 'day': 2}, {'region_id': 9, 'day': 3}, {'region_id': 423, 'day': None}, {'region_id': 296, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42281,1,4,"{'days': ['11'], 'countries': [{'country_id': 9, 'day': None}], 'regions': [{'region_id': 8, 'day': 2}, {'region_id': 9, 'day': 2}, {'region_id': 423, 'day': None}, {'region_id': 296, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42292,1,0,"{'days': ['6'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 10200], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42293,1,0,"{'days': ['5'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 10200], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42302,1,0,"{'days': ['5'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 4900], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42304,2,0,"{'days': [], 'countries': [{'country_id': 3, 'day': None}, {'country_id': 22, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42308,3,0,"{'days': ['12'], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}, {'country_id': 24, 'day': None}], 'regions': [], 'pois': ['2597'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42311,3,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}, {'country_id': 5, 'day': None}, {'country_id': 17, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42316,1,0,"{'days': ['13'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42322,1,2,"{'days': ['6'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': None}, {'region_id': 642, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42323,1,3,"{'days': ['6'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': None}, {'region_id': 642, 'day': None}, {'region_id': 761, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42328,1,0,"{'days': ['13'], 'countries': [{'country_id': 23, 'day': None}], 'regions': [], 'pois': ['3560'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42329,1,0,"{'days': ['13'], 'countries': [{'country_id': 23, 'day': None}], 'regions': [], 'pois': ['3560', '6149'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42335,1,0,"{'days': ['7'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1943', '1510', '1417', '4636'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42336,1,0,"{'days': ['7'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1417', '1510', '1943', '4636', '9815'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42345,1,0,"{'days': [], 'countries': [{'country_id': 23, 'day': None}], 'regions': [], 'pois': ['2085', '757', '27245'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42346,1,0,"{'days': [], 'countries': [{'country_id': 23, 'day': None}], 'regions': [], 'pois': ['757', '2085', '27245', '6658'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42348,1,0,"{'days': [], 'countries': [{'country_id': 23, 'day': None}], 'regions': [], 'pois': ['757', '2085', '27245', '15344'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42350,1,0,"{'days': [], 'countries': [{'country_id': 23, 'day': None}], 'regions': [], 'pois': ['757', '2085', '15344', '27245', '4268'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42351,1,1,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': None}], 'pois': ['1361'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42354,2,0,"{'days': ['13'], 'countries': [{'country_id': 24, 'day': None}, {'country_id': 30, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42360,3,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}, {'country_id': 24, 'day': None}], 'regions': [], 'pois': ['2597'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42363,1,0,"{'days': ['7'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1382', '2156'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42364,1,0,"{'days': ['7'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['2156'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42365,1,0,"{'days': ['7'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['2156', '1348'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42368,3,0,"{'days': ['10'], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}, {'country_id': 24, 'day': None}], 'regions': [], 'pois': ['2597'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42369,3,0,"{'days': ['10'], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}, {'country_id': 24, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42372,3,1,"{'days': ['11'], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}, {'country_id': 24, 'day': None}], 'regions': [{'region_id': 14, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42373,3,1,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}, {'country_id': 24, 'day': None}], 'regions': [{'region_id': 14, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42378,1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 84, 'departRegionId': 84}"
42386,1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 84, 'departRegionId': None}"
42389,3,2,"{'days': [], 'countries': [{'country_id': 3, 'day': None}, {'country_id': 4, 'day': None}, {'country_id': 5, 'day': None}], 'regions': [{'region_id': 28, 'day': None}, {'region_id': 164, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 28, 'departRegionId': 28}"
42391,3,2,"{'days': [], 'countries': [{'country_id': 3, 'day': None}, {'country_id': 4, 'day': None}, {'country_id': 5, 'day': None}], 'regions': [{'region_id': 28, 'day': None}, {'region_id': 164, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 28, 'departRegionId': None}"
42392,3,0,"{'days': [], 'countries': [{'country_id': 4, 'day': None}, {'country_id': 5, 'day': None}, {'country_id': 7, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42394,4,2,"{'days': [], 'countries': [{'country_id': 3, 'day': None}, {'country_id': 4, 'day': None}, {'country_id': 5, 'day': None}, {'country_id': 7, 'day': None}], 'regions': [{'region_id': 28, 'day': None}, {'region_id': 164, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 28, 'departRegionId': None}"
42399,1,3,"{'days': ['8'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': 4}, {'region_id': 69, 'day': None}, {'region_id': 70, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42402,1,0,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1380', '1934', '1382', '1701', '1713', '2043', '6443', '1557', '2064', '1312', '1314', '1310'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42405,1,0,"{'days': ['6'], 'countries': [{'country_id': 9, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 8, 'departRegionId': 8}"
42408,1,0,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1380', '2051', '1700', '4119', '1701', '1527', '2665', '2064'], 'regionNotGo': [], 'poiNotGo': [1385, 6968], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42409,1,0,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1380', '1527', '1700', '1701', '2051', '2064', '2665', '4119'], 'regionNotGo': [27], 'poiNotGo': [1385, 6968], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42410,1,0,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1380', '1700', '1701', '2051', '2064', '2665', '4119'], 'regionNotGo': [27], 'poiNotGo': [1385, 6968], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42411,4,2,"{'days': [], 'countries': [{'country_id': 3, 'day': None}, {'country_id': 4, 'day': None}, {'country_id': 5, 'day': None}, {'country_id': 7, 'day': None}], 'regions': [{'region_id': 28, 'day': None}, {'region_id': 164, 'day': None}], 'pois': ['146'], 'regionNotGo': [], 'poiNotGo': [133], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 28, 'departRegionId': None}"
42412,4,2,"{'days': [], 'countries': [{'country_id': 3, 'day': None}, {'country_id': 4, 'day': None}, {'country_id': 5, 'day': None}, {'country_id': 7, 'day': None}], 'regions': [{'region_id': 28, 'day': None}, {'region_id': 164, 'day': None}], 'pois': ['146'], 'regionNotGo': [], 'poiNotGo': [133, 52], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 28, 'departRegionId': None}"
42416,1,0,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1510'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42417,3,0,"{'days': [], 'countries': [{'country_id': 3, 'day': None}, {'country_id': 4, 'day': None}, {'country_id': 5, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 28, 'departRegionId': None}"
42418,1,0,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1510', '1731', '2156'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42422,1,0,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1380', '1700', '1701', '2051', '2080', '2682', '10642', '9500', '8764'], 'regionNotGo': [27], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42424,1,0,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1380', '1700', '1701', '2051', '2080', '2682', '8764', '9500', '10642'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42425,1,0,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1380', '1700', '1701', '2051', '2080', '2682', '8764', '9500', '10642', '1510'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42427,2,0,"{'days': [], 'countries': [{'country_id': 5, 'day': None}, {'country_id': 49, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42432,2,0,"{'days': [], 'countries': [{'country_id': 5, 'day': None}, {'country_id': 49, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42440,2,0,"{'days': [], 'countries': [{'country_id': 5, 'day': None}, {'country_id': 49, 'day': None}], 'regions': [], 'pois': ['189', '191', '5781', '4336'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42447,4,0,"{'days': [], 'countries': [{'country_id': 3, 'day': None}, {'country_id': 4, 'day': None}, {'country_id': 5, 'day': None}, {'country_id': 7, 'day': None}], 'regions': [], 'pois': ['189', '191', '4336'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42448,4,0,"{'days': [], 'countries': [{'country_id': 3, 'day': None}, {'country_id': 4, 'day': None}, {'country_id': 5, 'day': None}, {'country_id': 7, 'day': None}], 'regions': [], 'pois': ['189', '191', '5781'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42456,1,9,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 54, 'day': None}, {'region_id': 55, 'day': None}, {'region_id': 59, 'day': None}, {'region_id': 60, 'day': None}, {'region_id': 64, 'day': None}, {'region_id': 62, 'day': None}, {'region_id': 178, 'day': None}, {'region_id': 184, 'day': None}, {'region_id': 203, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42460,1,7,"{'days': [], 'countries': [{'country_id': 22, 'day': None}], 'regions': [{'region_id': 17, 'day': None}, {'region_id': 18, 'day': None}, {'region_id': 149, 'day': None}, {'region_id': 373, 'day': None}, {'region_id': 383, 'day': None}, {'region_id': 375, 'day': None}, {'region_id': 376, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42471,1,7,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 54, 'day': None}, {'region_id': 55, 'day': None}, {'region_id': 56, 'day': None}, {'region_id': 60, 'day': None}, {'region_id': 62, 'day': None}, {'region_id': 84, 'day': None}, {'region_id': 178, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42473,1,7,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 54, 'day': None}, {'region_id': 55, 'day': None}, {'region_id': 56, 'day': None}, {'region_id': 60, 'day': None}, {'region_id': 62, 'day': None}, {'region_id': 84, 'day': None}, {'region_id': 178, 'day': None}], 'pois': [], 'regionNotGo': [59], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42474,1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': ['96'], 'regionNotGo': [], 'poiNotGo': [200], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 178, 'departRegionId': 54}"
42475,1,7,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 54, 'day': None}, {'region_id': 55, 'day': None}, {'region_id': 56, 'day': None}, {'region_id': 60, 'day': None}, {'region_id': 62, 'day': None}, {'region_id': 84, 'day': None}, {'region_id': 178, 'day': None}], 'pois': [], 'regionNotGo': [59, 184, 187], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
42476,1,7,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 54, 'day': None}, {'region_id': 55, 'day': None}, {'region_id': 56, 'day': None}, {'region_id': 60, 'day': None}, {'region_id': 62, 'day': None}, {'region_id': 84, 'day': None}, {'region_id': 178, 'day': None}], 'pois': [], 'regionNotGo': [59, 184], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
